,name,nname,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
11032,Jeff Bedard,Little Popeye,13,3,0,0,"5'6""",145lbs,0,Orthodox,"Feb06,1970",0.8,0.51,0.0,1.0,3.43,0.66,1.0,2.6
11046,Salvador Becerra,,5,2,0,0,"5'9""",155lbs,0,,--,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
11060,Rudy Bears,,16,15,0,0,"5'11""",170lbs,0,Southpaw,--,1.27,0.29,2.5300000000000002,0.5,0.0,0.0,0.0,0.0
11074,Alan Baudot,The Black Samourai,8,4,0,1,"6'3""",243lbs,79,Orthodox,"Feb01,1988",5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0
11088,Chris Beal,Real Deal,10,5,0,0,"5'7""",125lbs,69,Orthodox,"Aug06,1985",3.45,0.35000000000000003,3.18,0.61,1.6,0.58,0.78,0.2
11102,Mario Bautista,,10,2,0,0,"5'9""",135lbs,69,Switch,"Jul01,1993",5.27,0.48,3.96,0.56,2.17,0.63,0.66,0.30000000000000004
11116,Bryan Battle,Pooh Bear,8,1,0,0,"6'1""",170lbs,77,Orthodox,"Sep21,1994",7.1,0.56,4.58,0.4,1.35,0.22,0.55,0.7000000000000001
11130,Michel Batista,,4,1,0,1,"6'3""",260lbs,0,Orthodox,"Apr20,1984",0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0
11144,Shayna Baszler,The Queen of Spades,15,11,0,0,"5'7""",135lbs,0,Orthodox,"Aug08,1980",2.49,0.30000000000000004,6.36,0.51,0.67,0.18,0.44,1.3
11158,Ryan Bastianelli,Relentless,6,7,0,1,"5'5""",135lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11172,Sean Bassett,,0,4,0,0,--,155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11186,Farid Basharat,Ferocious,8,0,0,0,--,135lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11200,Shannon Ross,The Turkish Delight,12,5,0,0,--,125lbs,0,,"May12,1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11214,Stephen Bass,Bigfish,11,2,0,0,"5'9""",145lbs,0,Orthodox,"Nov14,1982",4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0
11228,Zach Rosol,,3,2,0,0,--,243lbs,0,,--,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0
11242,Jared Rosholt,,14,4,0,0,"6'2""",265lbs,75,Orthodox,"Aug04,1986",2.08,0.46,1.52,0.59,1.83,0.41000000000000003,0.66,0.1
11256,Kevin Rosier,,2,6,0,0,"6'4""",275lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11270,Hilarie Rose,,4,2,0,0,"5'3""",115lbs,63,Orthodox,"Nov11,1992",2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0
11284,Jake Rosholt,,12,5,0,1,"6'1""",185lbs,0,Orthodox,"Feb09,1982",2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8
11298,Karol Rosa,,15,4,0,0,"5'5""",135lbs,67,Orthodox,"Dec30,1994",6.65,0.55,4.45,0.5,1.4,0.5,0.72,0.0
11312,Jacob Rosales,The Lil Badger,13,7,0,0,"5'11""",155lbs,74,Orthodox,"Jul28,1995",7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6000000000000001
11326,Charles Rosa,Boston Strong,14,7,0,0,"5'9""",145lbs,69,Switch,"Aug24,1986",3.05,0.36,3.62,0.48,1.6400000000000001,0.37,0.38,1.0
11340,Aaron Rosa,,18,6,0,0,"6'4""",205lbs,77,Orthodox,"May28,1983",4.03,0.47000000000000003,4.41,0.45,0.36,0.33,0.85,0.4
11354,George Roop,,15,13,1,0,"6'1""",135lbs,72,Orthodox,"Nov10,1981",3.43,0.34,2.47,0.6000000000000001,1.05,0.5700000000000001,0.59,0.1
11368,Joao Roque,,7,2,4,0,"5'6""",155lbs,0,Orthodox,"Jul22,1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11382,Jesse Ronson,The Body Snatcher,21,11,0,1,"5'10""",155lbs,70,Southpaw,"Dec24,1985",3.37,0.47000000000000003,3.09,0.58,0.52,0.33,0.5700000000000001,0.5
11396,Rong Zhu,,21,5,0,0,"5'9""",155lbs,71,Orthodox,"Mar07,2000",4.27,0.47000000000000003,6.38,0.44,3.64,0.62,1.0,0.0
11410,Juancamilo Ronderos,100,4,1,0,0,"5'4""",125lbs,0,,"Feb17,1995",4.78,0.34,3.91,0.67,0.0,0.0,0.0,0.0
11424,Kaleio Romero,K.O.,6,1,0,0,--,145lbs,0,,"Apr19,1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11438,Mara Romero Borella,,12,9,0,2,"5'6""",125lbs,69,Orthodox,"Jun03,1986",2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2
11452,Anthony Romero,The Genius,8,0,0,0,"5'11""",155lbs,70,Orthodox,"Feb25,1997",5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0
11466,Ricardo Romero,,11,3,0,0,"6'0""",205lbs,76,Orthodox,"Apr15,1978",2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3
11480,Tim Roman,,3,4,0,0,"6'1""",170lbs,0,,"Jun08,1985",0.6000000000000001,0.4,2.4,0.4,1.0,1.0,0.16,0.0
11494,Alexandr Romanov,King Kong,16,0,0,0,"6'2""",262lbs,75,Southpaw,"Dec11,1990",4.23,0.52,1.35,0.43,6.46,0.6900000000000001,0.2,1.6
11508,Marcelo Rojo,Pitbull,16,9,0,0,"5'8""",135lbs,71,Orthodox,"Jul02,1988",4.9,0.36,7.07,0.51,0.5700000000000001,0.5,0.66,0.0
11522,Shane Roller,,11,7,0,0,"5'10""",155lbs,72,Orthodox,"Jul14,1979",2.04,0.34,2.65,0.6000000000000001,2.46,0.33,0.42,1.9
11536,Yoel Romero,Soldier of God,13,5,0,0,"6'0""",185lbs,73,Southpaw,"Apr30,1977",3.44,0.49,3.05,0.6000000000000001,1.57,0.30000000000000004,0.78,0.0
11550,Jared Rollins,J-Roc,8,4,0,0,"5'9""",170lbs,0,Orthodox,"Jan26,1977",3.33,0.5700000000000001,2.41,0.39,2.5,0.5,0.5,1.2
11564,Pete Rogers Jr.,The Heat,2,4,0,0,"6'0""",145lbs,0,,--,0.66,0.15,1.71,0.65,0.0,0.0,0.0,0.0
11578,Brian Rogers,The Professional Predator,14,9,0,0,"5'11""",185lbs,0,,"Feb15,1984",4.79,0.38,5.76,0.58,1.22,0.5,1.0,0.6000000000000001
11592,Max Rohskopf,Rated R,5,1,0,0,"6'1""",155lbs,71,Orthodox,"Sep27,1994",1.7000000000000002,0.31,5.8,0.42,3.0,0.33,0.0,1.5
11606,Brett Rogers,The Grim,17,10,0,1,"6'5""",265lbs,81,Orthodox,"Feb17,1981",3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0
11620,Nick Roehrick,,7,1,0,0,"6'2""",205lbs,0,Orthodox,"Jul06,1987",2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0
11634,Christian Rodriguez,,7,1,0,0,"5'7""",145lbs,71,Orthodox,"Dec17,1997",3.47,0.41000000000000003,2.17,0.6000000000000001,1.0,1.0,0.6000000000000001,1.5
11648,Pete Rodriguez,Dead Game,4,1,0,0,"5'9""",170lbs,71,Switch,"Nov13,1996",8.38,0.36,14.41,0.46,0.0,0.0,0.0,0.0
11662,Piera Rodriguez,La Fiera,8,0,0,0,"5'3""",115lbs,63,Orthodox,"Nov11,1992",3.1,0.44,2.23,0.64,3.0,0.35000000000000003,0.75,0.0
11676,Marcos Rogerio de Lima,Pezao,19,9,1,0,"6'1""",253lbs,75,Orthodox,"Jun25,1985",3.5700000000000003,0.54,2.44,0.53,1.11,0.5,0.5700000000000001,0.5
11690,Victor Rodriguez,Vicious,7,4,0,0,"5'5""",125lbs,67,Switch,"Sep05,1992",1.5899999999999999,0.37,6.11,0.5,0.0,0.0,0.0,0.0
11704,Drako Rodriguez,,7,3,0,0,"5'8""",135lbs,69,Orthodox,"Jun16,1996",3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7000000000000001
11718,Luis Rodriguez,Lazy Boy,11,2,0,0,"5'6""",125lbs,65,Orthodox,"May07,1999",1.27,0.37,3.2,0.54,2.0,0.5,1.0,2.0
11732,Ray Rodriguez,The Judge,16,8,0,0,"5'7""",135lbs,70,Orthodox,"Dec10,1987",0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0
11746,Mike Rodriguez,Slo Mike,11,7,0,1,"6'4""",205lbs,82,Southpaw,"Nov28,1988",4.35,0.53,4.24,0.41000000000000003,0.0,0.0,0.37,0.0
11760,Daniel Rodriguez,D-Rod,16,2,0,0,"6'1""",170lbs,74,Southpaw,"Dec31,1986",8.06,0.5,5.38,0.5700000000000001,0.84,0.55,0.76,0.2
11774,Manuel Rodriguez,Chalate,11,5,0,0,"5'9""",170lbs,0,Orthodox,"Apr25,1985",0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0
11788,Marina Rodriguez,,16,1,2,0,"5'6""",115lbs,65,Orthodox,"Apr29,1987",5.03,0.47000000000000003,3.07,0.5700000000000001,0.2,0.33,0.65,0.2
11802,Yair Rodriguez,El Pantera,14,3,0,1,"5'11""",145lbs,71,Orthodox,"Oct06,1992",4.65,0.45,4.09,0.53,0.86,0.28,0.6000000000000001,0.8
11816,Ricco Rodriguez,Suave,53,25,0,1,"6'4""",265lbs,0,Orthodox,"Aug19,1977",1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0
11830,Paul Rodriguez,,10,9,2,0,"5'7""",155lbs,0,Orthodox,--,0.84,1.0,1.6800000000000002,0.68,0.0,0.0,0.5,0.0
11844,Kleydson Rodrigues,KR,7,2,0,0,"5'6""",125lbs,67,Orthodox,"Oct22,1995",5.73,0.61,3.07,0.48,1.0,0.25,0.66,1.0
11858,Kevin Roddy,K-Rod,15,16,1,1,"5'11""",145lbs,0,,--,2.64,0.30000000000000004,2.38,0.6000000000000001,0.0,0.0,0.5,0.0
11872,Gregory Rodrigues,Robocop,12,4,0,0,"6'3""",185lbs,75,Orthodox,"Feb17,1992",6.0,0.55,5.73,0.53,2.4,0.53,1.0,0.7000000000000001
11886,Keith Rockel,Rock,12,4,1,0,"6'0""",185lbs,0,Orthodox,--,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6
11900,Carlos Eduardo Rocha,Ta Danado,9,4,0,0,"5'10""",170lbs,73,Orthodox,"Jul12,1981",1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4
11914,Luke Rockhold,,16,5,0,0,"6'3""",185lbs,77,Southpaw,"Oct17,1984",4.18,0.48,2.43,0.56,0.67,0.30000000000000004,0.68,1.1
11928,Vagner Rocha,Ceara,14,4,0,0,"5'10""",155lbs,73,Orthodox,"Jun06,1982",2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9
11942,Damonte Robinson,,6,1,1,0,"6'0""",155lbs,77,,"Jun10,1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11956,Alvin Robinson,,15,9,0,0,"5'9""",155lbs,68,Southpaw,"Jul16,1982",1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2
11970,Colin Robinson,Big C,10,12,0,0,"6'4""",243lbs,0,Orthodox,"Nov27,1968",6.19,0.6900000000000001,7.91,0.37,2.58,1.0,0.5,5.2
11984,Mark Robinson,White Rhino,1,0,0,1,"6'0""",265lbs,0,Orthodox,--,0.0,0.0,5.8,0.13,0.0,0.0,0.0,0.0
11998,Chad Robichaux,Robo,13,2,0,0,"5'4""",135lbs,0,,"Aug18,1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12012,Javid Basharat,The Snow Leopard,12,0,0,0,"5'9""",135lbs,69,Orthodox,"Sep07,1995",5.45,0.58,2.5300000000000002,0.64,1.54,0.6000000000000001,1.0,0.5
12026,Gillian Robertson,The Savage,10,7,0,0,"5'5""",125lbs,63,Orthodox,"May17,1995",2.39,0.48,2.7800000000000002,0.5,2.36,0.4,0.28,0.9
12040,Enrique Barzola,El Fuerte,17,5,2,0,"5'7""",145lbs,70,Orthodox,"Apr28,1989",3.91,0.41000000000000003,2.9699999999999998,0.68,4.2,0.45,0.66,0.30000000000000004
12054,Pat Barry,HD,8,7,0,0,"5'11""",235lbs,74,Orthodox,"Jul07,1979",2.7199999999999998,0.52,3.54,0.59,0.0,0.0,0.76,0.2
12068,Dean Barry,The Sniper,4,2,0,0,"5'10""",170lbs,72,Orthodox,"Jul03,1992",9.31,0.4,4.66,0.51,0.0,0.0,1.0,0.0
12082,Francimar Barroso,Bodao,19,7,0,1,"6'1""",205lbs,75,Orthodox,"Feb28,1980",2.77,0.52,3.07,0.59,2.22,0.24,0.8300000000000001,0.0
12096,Ricardo Barros,,2,2,0,0,"6'1""",205lbs,0,,"Mar22,1976",0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0
12110,Alexandre Barros,Baixinho,22,11,0,0,"5'9""",170lbs,0,Southpaw,"Nov19,1976",0.98,0.4,4.05,0.36,1.8399999999999999,0.5,1.0,0.0
12124,David Barrios,,4,8,0,0,"5'6""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12138,Marc-Andre Barriault,Powerbar,14,5,0,1,"6'1""",185lbs,74,Orthodox,"Feb18,1990",5.79,0.46,5.04,0.55,0.34,0.25,0.68,0.2
12152,Peter Barrett,Slippery,11,5,0,0,"5'10""",145lbs,73,Southpaw,"Aug10,1986",4.18,0.61,4.32,0.42,1.3900000000000001,0.22,0.66,0.0
12166,Jose Barreto,,0,1,0,0,--,185lbs,0,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12180,Carlos Barreto,,14,9,0,0,"6'4""",230lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12194,Dan Barrera,The Fireman,3,1,0,0,"5'9""",170lbs,0,Orthodox,"Dec23,1980",0.8,0.7000000000000001,1.2,0.28,1.0,0.08,0.0,0.0
12208,Phil Baroni,The New York Bad Ass,15,18,0,0,"5'9""",170lbs,72,Orthodox,"Apr16,1976",2.77,0.45,3.93,0.4,1.46,0.47000000000000003,0.6000000000000001,0.5
12222,David Baron,,17,4,1,0,"5'6""",155lbs,0,Switch,"Feb15,1973",1.17,0.30000000000000004,2.1,0.56,0.0,0.0,0.14,0.7000000000000001
12236,Chris Barnhizer,,2,3,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12250,Chris Barnett,Beastboy,22,8,0,0,"5'9""",265lbs,75,Orthodox,"Jun14,1986",3.6,0.45,5.59,0.37,0.0,0.0,0.0,0.0
12264,Shonte Barnes,Shyne,6,2,1,0,"5'11""",185lbs,76,Southpaw,"Feb09,1987",2.32,0.38,1.55,0.67,0.0,0.0,0.6000000000000001,0.0
12278,Nick Barnes,,11,2,0,0,"5'11""",170lbs,0,,--,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4
12292,James Barnes,Mooka,14,5,0,0,"5'8""",135lbs,71,Orthodox,"May28,1982",0.5700000000000001,0.34,3.02,0.39,1.08,0.16,0.4,0.0
12306,Josh Barnett,The Warmaster,35,8,0,0,"6'3""",250lbs,78,Orthodox,"Nov10,1977",3.2,0.5,2.11,0.5700000000000001,1.26,0.55,0.55,1.4
12320,Daniel Barez,,12,5,0,0,"5'6""",125lbs,66,Orthodox,"Dec10,1988",3.47,0.5,5.13,0.53,5.0,0.31,1.0,2.0
12334,Edson Barboza,Junior,22,11,0,0,"5'11""",145lbs,75,Orthodox,"Jan21,1986",3.96,0.44,4.1,0.58,0.38,0.44,0.75,0.1
12348,Luke Barnatt,The Bigslow,13,4,0,0,"6'6""",185lbs,77,Orthodox,"Apr13,1988",4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
12362,Raoni Barcelos,,16,3,0,0,"5'7""",135lbs,67,Orthodox,"May01,1987",5.98,0.51,5.64,0.61,1.6600000000000001,0.43,0.92,0.5
12376,Bryan Barberena,Bam Bam,18,8,0,0,"6'0""",170lbs,72,Southpaw,"May03,1989",6.11,0.48,5.01,0.44,0.16,0.25,0.55,0.30000000000000004
12390,Maycee Barber,The Future,11,2,0,0,"5'5""",125lbs,65,Switch,"May18,1998",4.42,0.53,2.64,0.53,1.12,0.32,0.66,0.1
12404,Junior Barata,,9,3,1,0,"5'10""",170lbs,0,Orthodox,"Jan25,1982",4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0
12418,Yohan Banks,,2,1,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12432,Tae Hyun Bang,Supernatural,18,10,0,0,"5'9""",155lbs,71,Switch,"Apr15,1983",2.7199999999999998,0.38,2.07,0.66,0.49,0.33,0.5700000000000001,0.5
12446,Antonio Banuelos,,20,11,1,0,"5'5""",135lbs,63,Orthodox,"Sep23,1979",2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
12460,Renan Barao,The Baron,34,9,0,1,"5'6""",145lbs,70,Orthodox,"Jan31,1987",3.7800000000000002,0.36,3.9,0.5700000000000001,1.49,0.41000000000000003,0.91,0.5
12474,Humberto Bandenay,,14,7,0,1,"5'11""",145lbs,71,Southpaw,"Sep04,1994",2.22,0.41000000000000003,4.79,0.41000000000000003,2.9,0.46,0.62,0.5
12488,Marcin Bandel,Bomba,15,7,0,0,"5'10""",155lbs,0,Orthodox,"Oct10,1989",0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0
12502,Stephen Banaszak,,5,5,0,0,"6'0""",145lbs,0,,"Dec07,1990",4.2,0.47000000000000003,1.15,0.66,0.0,0.0,1.0,1.9
12516,Balajin,The Snow Leopard,24,3,0,0,"5'9""",155lbs,0,Orthodox,"Mar31,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12530,Oluwale Bamgbose,Holy War Angel,6,4,0,0,"5'11""",185lbs,78,Switch,"Aug04,1987",2.45,0.48,2.7,0.55,0.9400000000000001,0.33,0.37,0.0
12544,Jin Bala,,23,3,0,0,"5'9""",155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12558,Bryan Baker,The Beast,18,5,0,0,"6'3""",185lbs,0,Orthodox,"Oct13,1985",1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9
12572,Scott Baker,,1,1,0,0,"6'0""",210lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12586,Shamar Bailey,,16,11,0,0,"5'9""",155lbs,75,Southpaw,"Sep22,1982",1.56,0.2,3.91,0.6900000000000001,1.5,0.33,0.37,0.0
12600,Jordan Bailey,,6,3,0,0,"5'9""",145lbs,0,,--,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3
12614,Izabela Badurek,,6,3,0,0,"5'5""",115lbs,0,Orthodox,"Jul11,1991",3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
12628,Melsik Baghdasaryan,The Gun,7,1,0,0,"5'9""",145lbs,70,Southpaw,"Jan28,1992",6.0,0.62,3.48,0.53,0.0,0.0,0.76,0.0
12642,Ignacio Bahamondes,La Jaula,13,4,0,0,"6'3""",155lbs,75,Orthodox,"Aug27,1997",8.33,0.47000000000000003,5.03,0.58,0.0,0.0,0.9500000000000001,0.6000000000000001
12656,Mehdi Baghdad,The Sultan,11,5,0,0,"6'1""",155lbs,0,Orthodox,"Apr13,1985",3.13,0.30000000000000004,4.5600000000000005,0.46,0.0,0.0,0.33,0.0
12670,Siyar Bahadurzada,The Great,24,8,1,0,"5'11""",170lbs,73,Orthodox,"Apr17,1984",2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.30000000000000004
12684,Ali Bagautinov,Puncher,15,6,0,0,"5'4""",125lbs,65,Orthodox,"Jun10,1985",2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.30000000000000004
12698,Miguel Baeza,Caramel Thunder,10,3,0,0,"6'2""",170lbs,74,Orthodox,"Aug23,1992",4.88,0.49,5.1,0.53,0.44,0.28,1.0,1.8
12712,Ryan Bader,Darth,23,5,0,0,"6'2""",205lbs,74,Orthodox,"Jun07,1983",2.8200000000000003,0.43,1.3900000000000001,0.71,3.37,0.44,0.8,0.4
12726,Niklas Backstrom,,11,3,0,1,"6'1""",145lbs,0,Orthodox,"Aug22,1989",1.12,0.41000000000000003,3.65,0.4,2.92,0.8,0.72,2.2
12740,Seth Baczynski,The Polish Pistola,20,14,0,0,"6'3""",170lbs,75,Orthodox,"Oct26,1981",3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
12754,Danny Roberts,Hot Chocolate,18,6,0,0,"6'1""",170lbs,74,Southpaw,"Jul14,1987",3.13,0.41000000000000003,3.32,0.51,0.26,0.11,0.5700000000000001,0.30000000000000004
12768,Buddy Roberts,,12,3,0,0,"6'2""",185lbs,0,Orthodox,"Oct17,1982",2.17,0.34,2.08,0.7000000000000001,0.0,0.0,0.76,0.7000000000000001
12782,Daniel Roberts,Ninja,15,7,0,0,"5'10""",170lbs,74,Southpaw,"Aug05,1980",0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5
12796,Roosevelt Roberts,The Predator,10,3,0,1,"6'2""",155lbs,73,Orthodox,"Feb11,1994",3.14,0.44,3.12,0.53,1.44,0.29,0.58,0.9
12810,Taylor Roberts,,3,12,0,0,"5'11""",170lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12824,Ryan Roberts,,21,12,1,1,"5'6""",155lbs,0,Orthodox,"Jul16,1978",0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0
12838,Karl Roberson,Baby K,9,5,0,0,"6'1""",205lbs,74,Southpaw,"Oct04,1990",2.89,0.52,2.56,0.58,0.85,0.5700000000000001,0.47000000000000003,0.6000000000000001
12852,Joey Roberts,,4,3,0,0,"6'2""",200lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12866,Tyrone Roberts,Native Warrior,43,12,1,0,"5'9""",185lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12880,Andre Roberts,The Chief,14,2,1,0,"6'2""",345lbs,0,Orthodox,"Feb24,1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12894,David Roberts,,5,8,0,0,"6'1""",170lbs,0,Orthodox,"Nov15,1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12908,Kali Robbins,Pop Tart,6,3,0,0,"5'3""",115lbs,63,Orthodox,"Jul05,1984",3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0
12922,Theo Rlayang,Jungle King,5,1,0,0,"5'7""",145lbs,65,Orthodox,"Aug10,1994",5.93,0.48,8.4,0.4,2.0,0.4,0.0,0.0
12936,Justin Robbins,,14,18,1,0,"5'5""",135lbs,0,,"Jul29,1980",0.67,0.37,3.2,0.47000000000000003,0.0,0.0,0.0,0.0
12950,Pedro Rizzo,The Rock,20,11,0,0,"6'1""",241lbs,0,Orthodox,"May03,1974",1.9300000000000002,0.34,3.02,0.5,0.26,0.28,0.78,0.0
12964,Nicdali Rivera-Calanoc,The Night Queen,9,10,0,0,"5'3""",105lbs,0,,"Jun12,1985",1.82,0.2,2.42,0.78,0.0,0.0,0.0,0.0
12978,Jerome Rivera,Renegade,10,6,0,0,"5'10""",125lbs,72,Southpaw,"Apr22,1995",3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0
12992,Jimmie Rivera,El Terror,23,5,0,0,"5'4""",135lbs,68,Orthodox,"Jun29,1989",4.03,0.4,3.9,0.6000000000000001,0.88,0.27,0.92,0.1
13006,Irwin Rivera,The Beast,10,6,0,0,"5'6""",135lbs,67,Southpaw,"Feb14,1989",3.36,0.44,5.07,0.5700000000000001,1.0,0.16,0.7000000000000001,0.0
13020,Mario Rivera,,6,8,0,0,"5'10""",170lbs,0,,--,0.0,0.0,8.41,0.2,0.0,0.0,0.0,0.0
13034,Francisco Rivera,Cisco,11,7,0,1,"5'8""",135lbs,70,Orthodox,"Oct08,1981",4.07,0.41000000000000003,3.16,0.68,1.01,0.63,0.68,0.6000000000000001
13048,Jonathan Rivera,,4,2,0,0,--,155lbs,0,,--,4.36,0.49,3.9,0.6000000000000001,0.0,0.0,0.0,0.0
13062,Dante Rivera,,16,7,0,0,"6'1""",185lbs,0,Southpaw,"Dec08,1974",2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0
13076,Jorge Rivera,El Conquistador,20,9,0,0,"6'1""",185lbs,73,Orthodox,"Feb28,1972",3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1
13090,Diego Rivas,Pitbull,10,2,0,0,"5'8""",145lbs,69,Orthodox,"Nov11,1991",1.37,0.4,2.14,0.52,1.79,0.6000000000000001,0.64,0.9
13104,Shannon Ritch,The Cannon,56,83,0,4,"5'9""",190lbs,0,Orthodox,"Sep27,1970",1.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0
13118,Rafael Rios,,4,2,0,0,--,150lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13132,Maria Rios,,2,3,0,0,"5'5""",125lbs,0,,"May31,1983",2.93,0.34,4.13,0.56,2.0,0.5,1.0,0.0
13146,Albert Rios,,13,6,0,0,"5'8""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13160,Mike Rio,The Wolverine,10,5,0,0,"5'10""",155lbs,70,Orthodox,"Jul06,1981",1.6800000000000002,0.39,2.99,0.53,2.58,0.27,0.0,1.0
13174,Moise Rimbon,Swamp,23,11,3,0,"5'10""",205lbs,0,Orthodox,"Apr20,1977",0.8,0.34,1.0,0.71,1.0,0.5,0.37,0.0
13188,Jordan Rinaldi,All Day,14,7,0,0,"5'10""",145lbs,72,Orthodox,"Sep25,1987",1.56,0.35000000000000003,2.32,0.59,1.45,0.35000000000000003,0.2,1.2
13202,Jason Riley,The Juggernaut,10,7,0,0,"6'6""",245lbs,0,,"Sep22,1975",0.0,0.0,9.68,0.33,0.0,0.0,0.5,0.0
13216,Nick Ring,The Promise,14,4,0,0,"6'0""",185lbs,74,Southpaw,"Feb10,1979",3.52,0.42,3.48,0.62,1.3599999999999999,0.36,0.52,0.30000000000000004
13230,Aaron Riley,,30,14,1,0,"5'8""",155lbs,69,Southpaw,"Dec09,1980",3.45,0.34,3.7800000000000002,0.61,1.18,0.34,0.6000000000000001,0.1
13244,Joe Riggs,Diesel,44,17,0,1,"6'0""",185lbs,70,Southpaw,"Sep23,1982",2.41,0.51,1.69,0.5700000000000001,2.45,0.55,0.62,0.6000000000000001
13258,Jeremiah Riggs,,7,8,0,0,"6'0""",185lbs,0,,"Dec17,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13272,Matthew Riddle,Deep Waters,8,3,0,2,"6'1""",170lbs,76,Southpaw,"Jan14,1986",3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5
13286,Brad Riddell,Quake,10,3,0,0,"5'7""",155lbs,71,Orthodox,"Sep30,1991",4.73,0.53,3.56,0.52,1.85,0.37,0.62,0.0
13300,Dave Rickels,The Caveman,18,4,0,2,"5'11""",155lbs,0,,"Jan05,1989",4.29,0.59,5.53,0.42,0.0,0.0,0.25,0.0
13314,Mike Richman,The Marine,18,7,0,0,"5'8""",135lbs,0,,"Jun23,1985",4.06,0.44,3.49,0.43,0.0,0.0,0.76,0.0
