,name,nname,win,lose,draw,nc,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
8708,Casey Olson,The Underdog,14,5,0,0,"5'7""",145lbs,0,Orthodox,--,2.48,0.6000000000000001,0.0,1.0,3.54,0.5700000000000001,1.0,1.8
8722,Andy Ologun,,3,1,0,0,"6'0""",154lbs,0,Orthodox,"Jun12,1983",2.36,0.5700000000000001,0.32,0.85,0.68,1.0,0.8,0.0
8736,Felipe Olivieri,,14,5,0,1,"5'9""",155lbs,0,Orthodox,"Apr12,1985",6.68,0.58,4.6,0.5700000000000001,0.0,0.0,0.71,0.0
8750,Wendell Oliveira Marques,The Machine,29,10,0,0,"5'10""",170lbs,0,Orthodox,"Jun01,1983",3.77,0.47000000000000003,4.4,0.47000000000000003,0.0,0.0,1.0,0.0
8764,Bruno Oliveira,,8,2,0,0,"6'4""",205lbs,80,Orthodox,"May02,1984",3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0
8778,Saimon Oliveira,,18,4,0,0,"5'4""",135lbs,72,Orthodox,"Apr21,1991",2.73,0.44,3.1,0.54,1.5,0.42,0.31,2.0
8792,Maria Oliveira,Spider-Girl,13,5,0,0,"5'6""",115lbs,69,Orthodox,"Dec12,1996",5.14,0.34,6.11,0.45,0.91,0.5,0.46,0.0
8806,Jorge Oliveira,,5,3,1,1,"6'1""",205lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8820,Ednaldo Oliveira,Lula,17,3,1,1,"6'5""",205lbs,0,Orthodox,"Feb19,1984",1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0
8834,Alex Oliveira,Cowboy,22,12,1,2,"5'11""",170lbs,76,Orthodox,"Feb21,1988",2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6000000000000001
8848,Rafaello Oliveira,Tractor,17,8,0,0,"5'8""",155lbs,71,Orthodox,"Jan26,1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
8862,Charles Oliveira,Do Bronx,33,8,0,1,"5'10""",155lbs,74,Orthodox,"Oct17,1989",3.5300000000000002,0.53,3.18,0.52,2.46,0.4,0.5700000000000001,2.9
8876,Masakatsu Okuda,,8,5,0,0,--,--,0,,--,0.0,0.0,4.27,0.34,0.0,0.0,0.0,4.3
8890,Michal Oleksiejczuk,Hussar,16,5,0,1,"6'0""",205lbs,74,Southpaw,"Feb22,1995",4.75,0.49,4.27,0.64,0.73,0.42,0.47000000000000003,0.0
8904,Aleksei Oleinik,The Boa Constrictor,60,16,1,0,"6'2""",240lbs,80,Orthodox,"Jun20,1977",3.5,0.49,3.99,0.45,2.09,0.46,0.33,2.2
8918,Kazuki Okubo,,7,9,0,0,"5'11""",175lbs,0,Orthodox,--,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2.0
8932,JJ Okanovich,The Bosnian Bomber,7,1,0,0,"5'11""",155lbs,76,Orthodox,"Nov04,1990",6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0
8946,Yushin Okami,Thunder,34,12,0,0,"6'2""",170lbs,75,Southpaw,"Jul21,1981",2.06,0.38,2.25,0.6000000000000001,1.98,0.39,0.84,0.5
8960,Koji Oishi,,25,10,10,0,"5'8""",170lbs,0,Orthodox,"May31,1977",1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0
8974,Takayuki Okada,Giant Ochiai,3,3,2,0,"6'1""",290lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8988,Ho Taek Oh,Spider,7,2,1,0,--,155lbs,0,,"Jul20,1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9002,Michiyoshi Ohara,,0,2,0,0,"5'10""",205lbs,0,Orthodox,--,0.28,0.29,3.13,0.48,0.0,0.0,0.33,0.0
9016,Andy Ogle,The Little Axe,9,6,0,0,"5'8""",145lbs,69,Orthodox,"Feb16,1989",2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0
9030,Trey Ogden,Samurai Ghost,15,5,0,0,"5'11""",155lbs,72,Orthodox,"Nov14,1989",2.73,0.45,4.6,0.34,1.0,0.25,1.0,2.0
9044,Naoya Ogawa,,7,2,0,0,"6'4""",255lbs,0,Orthodox,"Mar31,1968",2.41,0.42,1.6600000000000001,0.47000000000000003,1.25,1.0,0.66,1.2
9058,Volkan Oezdemir,No Time,17,6,0,0,"6'2""",205lbs,75,Orthodox,"Sep19,1989",4.75,0.45,4.27,0.53,0.31,0.18,0.8,0.0
9072,Christian Ocon,,2,1,0,0,"5'8""",135lbs,69,Orthodox,"Feb05,1996",1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0
9086,Richard Odoms,The Black Eagle,13,3,0,0,"6'5""",265lbs,0,Orthodox,"May08,1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9100,Nobuhiro Obiya,,12,5,1,0,"5'8""",145lbs,0,Orthodox,"Jan15,1981",0.63,0.28,2.5300000000000002,0.55,0.5,0.5,0.41000000000000003,0.5
9114,Takahiro Oba,,5,7,1,0,"5'8""",200lbs,0,Southpaw,--,0.23,0.25,1.82,0.6900000000000001,0.0,0.0,0.0,0.0
9128,Brendan O'Reilly,Badger,6,3,0,1,"5'7""",170lbs,69,Orthodox,"Jun24,1987",1.9,0.47000000000000003,2.77,0.39,2.22,0.43,0.36,0.6000000000000001
9142,Casey O'Neill,King,9,0,0,0,"5'6""",125lbs,69,Orthodox,"Oct07,1997",8.65,0.5700000000000001,4.68,0.5700000000000001,2.59,0.44,0.6000000000000001,1.0
9156,Sean O'Malley,Sugar,15,1,0,1,"5'11""",135lbs,72,Switch,"Oct24,1994",7.75,0.62,3.48,0.64,0.54,0.5,0.64,0.5
9170,Chuck O'Neil,Cold Steel,17,9,0,0,"6'2""",170lbs,0,,"Sep22,1985",3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0
9184,Jeremiah O'Neal,,13,25,0,0,"5'8""",260lbs,0,,"Oct25,1977",1.15,0.4,7.5,0.23,0.0,0.0,0.0,0.0
9198,Sean O'Haire,,4,2,0,0,"6'5""",270lbs,0,Orthodox,"Feb25,1971",8.28,0.5700000000000001,22.76,0.21,0.0,0.0,0.0,0.0
9212,Dan O'Connor,Johnny Irish,6,6,0,1,"5'4""",115lbs,0,,"Nov17,1982",4.0,0.56,5.1,0.54,0.0,0.0,1.0,0.0
9226,TJ O'Brien,The Spider,20,8,0,0,"6'2""",155lbs,0,Orthodox,"Jan01,1987",3.77,0.46,4.78,0.5700000000000001,0.9400000000000001,1.0,0.0,0.0
9240,Sean O'Connell,The Real OC,17,9,0,0,"6'1""",205lbs,74,Orthodox,"Sep02,1983",5.46,0.48,6.77,0.45,0.0,0.0,0.30000000000000004,0.5
9254,Jake O'Brien,Irish,15,4,0,0,"6'3""",205lbs,76,Orthodox,"Sep25,1984",1.31,0.31,1.92,0.6900000000000001,6.39,0.54,0.25,0.2
9268,Poliana Botelho,,8,5,0,0,"5'8""",125lbs,67,Orthodox,"Dec15,1988",2.9,0.58,2.8,0.54,0.85,0.5700000000000001,0.76,0.0
9282,Chris Bostick,,6,3,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9296,Marcus Bossett,The Grasshopper,1,3,0,0,"6'1""",215lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9310,Tanner Boser,The Bulldozer,20,8,1,0,"6'2""",255lbs,75,Orthodox,"Aug02,1991",4.23,0.51,2.16,0.63,0.0,0.0,0.7000000000000001,0.0
9324,Steve Bosse,The Boss,12,2,0,0,"5'11""",205lbs,72,Orthodox,"Jul29,1981",5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
9338,Viacheslav Borshchev,Slava Claus,6,2,0,0,"5'11""",155lbs,69,Orthodox,"Jan08,1992",2.85,0.63,2.64,0.5,0.0,0.0,0.37,0.0
9352,Zachary Borrego,,3,0,0,0,"6'2""",185lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9366,Caio Borralho,The Natural,11,1,0,1,"5'10""",185lbs,75,Southpaw,"Jan16,1993",3.66,0.64,1.7000000000000002,0.65,1.96,0.8,0.75,0.0
9380,Calen Born,,7,1,0,0,"5'8""",170lbs,72,Switch,"May24,1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9394,Igor Borisov,,1,1,0,0,"6'0""",235lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9408,Marcos Bonilla,Murder Marx,4,4,0,0,"5'10""",145lbs,0,,--,0.47000000000000003,0.12,0.47000000000000003,0.9400000000000001,0.0,0.0,0.0,0.0
9422,Ray Borg,The Tazmexican Devil,13,5,0,0,"5'4""",135lbs,63,Orthodox,"Aug04,1993",1.52,0.52,1.9300000000000002,0.48,3.89,0.5,0.46,1.0
9436,Rogerio Bontorin,,16,4,0,2,"5'5""",125lbs,67,Orthodox,"Apr25,1992",2.63,0.52,3.27,0.5,2.9,0.6000000000000001,0.51,1.0
9450,Jesse Bongfeldt,Water,16,5,1,0,"6'0""",185lbs,0,Orthodox,"Aug28,1980",2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
9464,Ismael Bonfim,Marreta,17,3,0,0,"5'8""",155lbs,0,,"Dec28,1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9478,Stephan Bonnar,The American Psycho,15,9,0,0,"6'4""",205lbs,79,Orthodox,"Apr04,1977",2.76,0.38,3.01,0.52,1.32,0.4,0.6000000000000001,1.0
9492,Gabriel Bonfim,Marretinha,12,0,0,0,"6'0""",170lbs,0,,"Aug20,1997",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9506,Tony Bonello,The Gun,16,3,1,1,"6'2""",185lbs,0,,--,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
9520,Luc Bondole,,5,2,2,0,"6'2""",205lbs,0,,--,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
9534,Kotetsu Boku,,25,11,2,0,"5'9""",154lbs,0,Orthodox,"May27,1977",2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0
9548,Denys Bondar,Psycho,16,4,0,0,"5'6""",125lbs,69,Orthodox,"Jun27,1992",2.93,0.8,2.2,0.72,10.98,1.0,0.0,0.0
9562,Kyle Bolt,,8,4,0,0,"6'2""",185lbs,0,,--,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0
9576,Mandy Bohm,Monster,7,1,0,1,"5'7""",125lbs,71,Orthodox,"Jul30,1989",2.4,0.33,5.8,0.55,0.0,0.0,1.0,0.0
9590,Jerry Bohlander,,11,4,0,0,"5'11""",199lbs,0,Orthodox,"Feb12,1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9604,Derek Bohi,Marshmallow,8,5,0,0,"6'4""",260lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9618,Roman Bogatov,,10,1,0,0,"5'8""",155lbs,73,Orthodox,"Dec15,1990",3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0
9632,Jay Bogan,,6,6,0,0,--,145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9646,Galore Bofando,,5,3,0,0,"5'11""",170lbs,72,Switch,"May22,1982",3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
9660,Jeremy Boczulak,,0,2,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9674,Tim Boetsch,The Barbarian,21,13,0,0,"6'0""",185lbs,74,Orthodox,"Jan28,1981",2.93,0.5,2.9,0.5700000000000001,1.45,0.34,0.59,0.8
9688,James Bochnovic,,8,3,0,0,"6'4""",205lbs,81,Orthodox,"Feb13,1989",0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
9702,Kyle Bochniak,Killer B,8,5,0,0,"5'7""",145lbs,70,Orthodox,"Feb05,1987",2.63,0.31,5.11,0.58,1.1400000000000001,0.15,0.62,0.0
9716,Dan Bobish,,17,9,0,0,"6'2""",345lbs,0,Southpaw,"Jan26,1970",2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6
9730,Dashawn Boatwright,"Buck, the 400-pound Silverback",3,1,0,0,"6'0""",205lbs,0,Orthodox,"Feb29,1988",0.0,0.0,52.5,0.12,0.0,0.0,0.0,0.0
9744,Mark Bocek,,12,5,0,0,"5'8""",155lbs,75,Orthodox,"Oct24,1981",2.34,0.43,2.32,0.6000000000000001,3.65,0.36,0.31,1.3
9758,Arlene Blencowe,Angerfist,9,6,0,0,"5'5""",145lbs,0,,"Apr11,1983",2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6000000000000001
9772,Byron Bloodworth,,6,3,0,0,"5'8""",135lbs,0,Orthodox,"Aug16,1983",1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0
9786,Tereza Bleda,,5,0,0,0,--,115lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9800,Curtis Blaydes,Razor,16,3,0,1,"6'4""",265lbs,80,Orthodox,"Feb18,1991",3.52,0.51,1.6800000000000002,0.6000000000000001,6.06,0.53,0.33,0.0
9814,David Blanco,,2,0,0,0,"5'7""",145lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9828,Maximo Blanco,Maxi,12,8,1,1,"5'8""",145lbs,71,Orthodox,"Oct16,1983",4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.30000000000000004
9842,Sherrard Blackledge,The Thriller,5,1,0,0,"5'11""",155lbs,75,Orthodox,"Aug16,1993",3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0
9856,Erin Blanchfield,Cold Blooded,9,1,0,0,"5'4""",125lbs,66,Orthodox,"May04,1999",5.69,0.56,2.5,0.62,3.99,0.66,0.75,0.8
9870,Jason Blackford,,3,3,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9884,Brad Blackburn,Bad Brad,18,13,1,1,"5'10""",170lbs,73,Orthodox,"May25,1977",4.55,0.35000000000000003,3.59,0.65,0.93,0.5,0.76,0.7000000000000001
9898,Jason Black,The Black Legion,23,4,1,0,"5'8""",155lbs,0,Orthodox,"Jul15,1972",1.06,0.47000000000000003,2.6,0.45,0.48,0.33,0.28,6.2
9912,Jan Blachowicz,,29,9,0,0,"6'2""",205lbs,78,Orthodox,"Feb24,1983",3.55,0.49,2.77,0.54,1.08,0.53,0.66,0.30000000000000004
9926,Caio Bittencourt,Leao,14,7,0,0,"6'0""",185lbs,75,Orthodox,"May22,1991",0.29,0.16,0.5700000000000001,0.33,0.0,0.0,0.0,0.0
9940,Simon Biyong,,7,1,0,0,--,205lbs,0,,"Apr05,1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9954,Amaury Bitetti,,5,2,0,0,"5'9""",185lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9968,Tom Blackledge,,10,7,0,0,--,205lbs,0,Orthodox,--,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0
9982,Chris Birchler,The Big Buck,7,4,0,0,"6'3""",205lbs,0,Switch,"Jun05,1987",9.35,0.46,14.83,0.35000000000000003,0.0,0.0,0.0,0.0
9996,Michael Bisping,The Count,30,9,0,0,"6'1""",185lbs,75,Orthodox,"Feb28,1979",4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.30000000000000004
10010,Anthony Birchak,El Toro,16,8,0,0,"5'8""",135lbs,69,Orthodox,"May16,1986",3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
10024,Jeremiah Billington,,11,2,0,0,"5'9""",205lbs,0,Orthodox,"Nov14,1977",1.6,0.62,7.06,0.35000000000000003,0.0,0.0,0.5,0.0
10038,Scott Bills,,7,9,1,0,"5'10""",170lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10052,Jonas Bilharinho,,9,1,1,0,"5'11""",145lbs,75,Switch,"May22,1990",3.71,0.6000000000000001,3.36,0.5700000000000001,0.0,0.0,1.0,0.0
10066,Bibulatov Magomed,Chaborz,14,2,0,0,"5'5""",125lbs,65,Orthodox,"Aug22,1988",3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
10080,David Bielkheden,,24,12,0,0,"5'10""",155lbs,71,Orthodox,"Jun06,1979",1.11,0.5700000000000001,1.6400000000000001,0.54,2.65,0.63,0.14,0.0
10094,Mike Russow,,15,3,0,1,"6'1""",255lbs,73,Orthodox,"Sep11,1976",1.55,0.47000000000000003,2.9,0.59,4.66,0.43,0.0,0.7000000000000001
10108,Paul Ruiz,,7,4,0,0,"5'6""",135lbs,0,,"Jun23,1987",1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9
10122,Anthony Ruiz,El Toro,33,22,0,0,"6'2""",205lbs,0,Orthodox,"Nov03,1977",2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0
10136,Gabe Ruediger,Godzilla,18,8,0,0,"5'10""",155lbs,0,Orthodox,"Aug29,1977",1.7000000000000002,0.31,5.16,0.41000000000000003,2.04,0.11,0.28,0.0
10150,Eddie Ruiz,,1,1,0,0,"5'7""",155lbs,0,Orthodox,"Jun10,1967",0.2,0.25,1.4,0.47000000000000003,2.0,0.12,0.0,0.0
10164,Rodrigo Ruas,,4,5,1,1,"5'10""",185lbs,0,Orthodox,"Oct06,1977",1.28,0.35000000000000003,7.0,0.41000000000000003,0.0,0.0,0.0,0.0
10178,Marco Ruas,King of the Streets,9,4,2,0,"6'1""",210lbs,0,Orthodox,"Jan23,1961",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10192,Rodolfo Rubio Perez,Fito,10,16,1,0,"5'5""",145lbs,0,Orthodox,"Jan29,1987",1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0
10206,Murilo Rua,Ninja,20,13,1,0,"5'11""",185lbs,0,Orthodox,"May22,1980",2.48,0.45,1.85,0.53,1.97,0.45,0.37,1.2
10220,Brandon Royval,Raw Dawg,14,6,0,0,"5'9""",125lbs,68,Southpaw,"Aug16,1992",3.32,0.36,2.7199999999999998,0.5,0.7000000000000001,1.0,0.39,2.4
10234,Jairzinho Rozenstruik,Bigi Boy,12,4,0,0,"6'2""",242lbs,78,Orthodox,"Mar17,1988",2.8,0.45,3.24,0.45,0.0,0.0,0.75,0.0
10248,Brad Royster,,1,2,0,0,--,135lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10262,Kain Royer,,2,2,0,0,--,185lbs,0,,--,0.0,0.0,1.63,0.14,0.0,0.0,0.0,4.1
10276,Roberta Rovel,Crusher,4,1,0,0,"5'8""",145lbs,0,,--,0.87,0.46,3.0,0.26,0.0,0.0,1.0,0.0
10290,Mauricio Rua,Shogun,27,13,1,0,"6'1""",205lbs,76,Orthodox,"Nov25,1981",3.5700000000000003,0.5,2.77,0.54,2.03,0.48,0.48,0.7000000000000001
10304,Phil Rowe,The Fresh Prince,9,3,0,0,"6'3""",170lbs,80,Orthodox,"Jul18,1990",4.3,0.56,3.94,0.52,0.72,0.33,0.47000000000000003,0.0
10318,Ray Routh,,2,1,0,0,"5'8""",185lbs,0,Orthodox,--,0.54,0.21,3.22,0.28,2.69,0.33,0.0,0.0
10332,Khalil Rountree Jr.,,11,5,0,1,"6'1""",205lbs,76,Southpaw,"Feb26,1990",3.34,0.38,3.55,0.49,0.0,0.0,0.5,0.2
10346,Rick Roufus,,4,6,0,0,"6'0""",207lbs,0,Southpaw,--,0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0
10360,Ronda Rousey,Rowdy,12,2,0,0,"5'7""",135lbs,66,Orthodox,"Feb01,1987",4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8
10374,Kristian Rothaermel,,4,3,0,0,"6'0""",205lbs,0,OpenStance,"Jan31,1972",0.75,0.5,2.49,0.41000000000000003,0.0,0.0,0.0,0.0
10388,KB Bhullar,The Bengal,8,2,0,0,"6'4""",185lbs,78,Switch,"Oct12,1991",4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0
10402,Ben Rothwell,,39,14,0,0,"6'4""",265lbs,78,Orthodox,"Oct17,1981",3.71,0.42,4.63,0.47000000000000003,0.68,0.34,0.7000000000000001,0.4
10416,Fernando Bettega,,7,5,0,0,--,170lbs,0,,"Mar10,1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10430,Arjan Bhullar,,9,1,0,0,"6'1""",245lbs,75,Orthodox,"May13,1986",2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
10444,Khadzhi Bestaev,Best,10,4,0,0,"6'6""",185lbs,76,,"Jul16,1988",6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0
10458,Matt Bessette,The Mangler,22,9,0,1,"5'10""",145lbs,70,Orthodox,"Dec28,1984",4.36,0.41000000000000003,4.45,0.58,0.64,0.28,0.61,0.30000000000000004
10472,Scott Bessac,,4,6,0,0,"6'4""",245lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10486,Anton Berzin,The Body Snatcher,5,1,0,0,"6'2""",205lbs,0,Orthodox,"Sep29,1989",4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0
10500,Allen Berube,Monstah Lobstah,4,3,0,0,"5'8""",155lbs,0,Orthodox,"Aug25,1974",0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4
10514,Edson Berto,Little Tiger,17,12,1,0,"5'6""",155lbs,0,Orthodox,"Jul05,1983",1.76,0.36,4.62,0.47000000000000003,5.47,0.4,0.0,2.7
10528,Dieusel Berto,,0,3,0,0,"5'9""",200lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10542,Keith Berry,,15,14,1,1,"6'1""",185lbs,0,,"Oct25,1987",0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0
10556,Dave Berry,,0,1,0,0,--,--,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10570,Talita Bernardo,,6,4,0,0,"5'4""",135lbs,68,Orthodox,"Mar04,1987",3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5
10584,Manny Bermudez,The Bermudez Triangle,14,2,0,0,"5'10""",145lbs,71,Orthodox,"Jul16,1994",2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1
10598,Bret Bergmark,The Angry Hick,6,1,1,0,"5'9""",170lbs,0,,"Nov24,1973",2.7800000000000002,0.52,2.7800000000000002,0.37,4.17,1.0,0.5,4.2
10612,Kenneth Bergh,,8,0,0,1,"6'2""",205lbs,74,Orthodox,"Jun26,1989",4.5600000000000005,0.75,1.27,0.28,0.0,0.0,0.0,0.0
10626,Dennis Bermudez,The Menace,17,9,0,0,"5'6""",155lbs,66,Orthodox,"Dec13,1986",4.42,0.46,3.07,0.59,3.89,0.4,0.8200000000000001,1.1
10640,Keith Berish,Sha Bang Bang,5,1,0,1,"6'0""",205lbs,0,Orthodox,"Nov14,1985",3.58,0.36,4.8100000000000005,0.62,1.76,0.4,0.0,0.0
10654,Len Bentley,,10,6,0,0,"5'9""",155lbs,0,,"Nov30,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10668,Steve Berger,The Red Nosed Pitbull,21,23,2,1,"5'11""",170lbs,0,Orthodox,"May20,1973",1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7000000000000002
10682,Pat Benson,,3,5,3,0,"5'9""",155lbs,0,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10696,Ryan Benoit,Baby Face,10,8,0,0,"5'5""",125lbs,68,Orthodox,"Aug25,1989",2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
10710,Joe Benoit,,11,4,0,0,"5'9""",170lbs,0,Orthodox,"Mar12,1982",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10724,Lance Benoist,,7,2,0,0,"5'11""",170lbs,72,Southpaw,"Aug26,1988",3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
10738,DeAnna Bennett,The Argentine Assassin,8,3,1,0,"5'4""",125lbs,68,Orthodox,"Nov18,1984",3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0
10752,Josh Bennett,,11,14,0,0,"6'4""",259lbs,0,Orthodox,--,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0
10766,Charles Bennett,Krazy Horse,30,33,2,0,"5'8""",155lbs,0,Orthodox,"Nov23,1979",1.3900000000000001,0.39,1.35,0.64,2.02,1.0,0.36,2.0
10780,Karla Benitez,,14,11,1,1,"5'3""",113lbs,0,,--,0.0,0.0,2.4,0.5700000000000001,0.0,0.0,1.0,0.0
10794,Gabriel Benitez,Moggly,22,11,0,0,"5'8""",145lbs,71,Southpaw,"Jun15,1988",4.6,0.4,3.98,0.65,0.14,0.5,0.58,1.1
10808,Dave Beneteau,Dangerous,6,5,1,0,"6'2""",250lbs,0,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10822,Mike Bencic,Batman,1,2,0,0,"6'0""",215lbs,0,Orthodox,--,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0
10836,Joey Beltran,The Mexicutioner,17,14,0,1,"6'1""",185lbs,75,Orthodox,"Dec08,1981",4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
10850,Marco Beltran,Psycho,8,6,0,0,"5'8""",125lbs,69,Orthodox,"May18,1986",2.07,0.37,1.9300000000000002,0.63,0.7000000000000001,0.5,0.46,0.2
10864,Joseph Benavidez,,28,8,0,0,"5'4""",125lbs,65,Southpaw,"Jul31,1984",3.52,0.34,2.67,0.61,1.4100000000000001,0.30000000000000004,0.62,0.6000000000000001
10878,Rodolfo Bellato,Trator,8,1,0,0,--,205lbs,0,,"Feb05,1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10892,Danilo Belluardo,Caterpillar,12,5,0,0,"6'0""",155lbs,74,Southpaw,"Jul21,1994",1.52,0.61,4.79,0.41000000000000003,3.5,1.0,0.5,0.0
10906,Diana Belbita,The Warrior Princess,14,7,0,0,"5'7""",115lbs,68,Orthodox,"Jun26,1996",6.43,0.42,6.18,0.5,0.63,0.5,0.68,0.0
10920,Alan Belcher,The Talent,18,8,0,0,"6'2""",185lbs,75,Orthodox,"Apr24,1984",2.7,0.41000000000000003,3.1,0.59,0.44,0.26,0.55,0.9
10934,Vitor Belfort,The Phenom,26,14,0,1,"6'0""",185lbs,74,Southpaw,"Apr01,1977",1.5899999999999999,0.46,2.83,0.5,1.02,0.6000000000000001,0.53,0.6000000000000001
10948,Lyle Beerbohm,Fancy Pants,24,3,0,0,"5'10""",155lbs,0,Southpaw,"Feb05,1979",1.98,0.55,1.6099999999999999,0.54,2.1,0.23,0.64,0.30000000000000004
10962,Chase Beebe,,24,13,1,0,"5'7""",135lbs,67,Orthodox,"Mar29,1985",2.17,0.38,1.6400000000000001,0.6900000000000001,2.49,0.42,0.41000000000000003,0.9
10976,Mirsad Bektic,,13,4,0,0,"5'8""",145lbs,70,Orthodox,"Feb16,1991",2.43,0.41000000000000003,1.8,0.5700000000000001,3.98,0.52,0.92,0.4
10990,Eric Bedard,Lucky Strikes,6,7,0,0,"6'2""",239lbs,0,,"Sep11,1984",6.37,0.35000000000000003,8.54,0.52,0.0,0.0,0.0,0.0
11004,Johnny Bedford,Brutal,21,13,1,1,"5'10""",135lbs,71,Orthodox,"Jan06,1983",4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0
11018,Ariel Beck,,4,5,0,0,"5'6""",125lbs,66,Southpaw,"Sep16,1990",4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0
